"file","id","study_type","type","authors","title","source","year","vl","no","pg","country","identifiers"
"../ALL-2015-06/G-P/Problem solving skills for schizophrenia [v10.0-For publication].rm5","STD-Bradshaw-1993","PUB","JOURNAL_ARTICLE","Bradshaw WH","Coping-skills, training versus a problem-solving approach with schizophrenic patients","Hospital and Community Psychiatry","1993","44","11","1102-04","","[{'value': '98317525', 'type': 'MEDLINE'}]"
"../ALL-2015-06/G-P/Problem solving skills for schizophrenia [v10.0-For publication].rm5","STD-Mayang-1990","PUB","OTHER","Mayang A","The effects of problem-solving skills training with chronic schizophrenic patients","Master of Arts dissertation submitted at the Western Michigan University, USA","1990","","","63","","[{'value': 'Dissertation Abstracts (order number) AAC 1342752', 'type': 'OTHER'}]"
"../ALL-2015-06/G-P/Problem solving skills for schizophrenia [v10.0-For publication].rm5","STD-Tarrier-1993","PUB","JOURNAL_ARTICLE","Tarrier N, Beckett R, Harwood S, Baker A, Yusupoff L, Ugarteburu I","A trial of two cognitive-behavioural methods of treating drug-resistant residual psychotic symptoms in schizophrenic patients: I. Outcome","British Journal of Psychiatry","1993","162","","524-32","","[{'value': '93244931', 'type': 'MEDLINE'}]"
"../ALL-2015-06/G-P/Problem solving skills for schizophrenia [v10.0-For publication].rm5","STD-Tarrier-1993","PUB","JOURNAL_ARTICLE","Tarrier N, Sharpe L, Beckett R, Harwood S, Baker A, Yusopoff L","A trial of two cognitive behavioural methods of treating drug-resistant residual psychotic symptoms in schizophrenic patients: II. Treatment specific changes in coping and problem solving skills","Social Psychiatry and Psychiatric Epidemiology","1993","28","","5-10","","[{'value': 'National Research Register N0244032344', 'type': 'OTHER'}]"
"../ALL-2015-06/G-P/Polyunsaturated fatty acid supplementation for schizophrenia [v11.0-For publication].rm5","STD-Berger-2007","PUB","JOURNAL_ARTICLE","Berger G, Wood S, Proffitt T, McConchie M, Khan A, O'Donnell C, Yuen H, Smith D, Horrobin D, McGorry P","Ethyl-eicosapentaenoic acid (E-EPA) supplementation in early psychosis. A double-blind add on standard therapy in 80 drug naive or early treated first episode psychosis patients","Schizophrenia Research","2004","70","1","41","","[]"
"../ALL-2015-06/G-P/Polyunsaturated fatty acid supplementation for schizophrenia [v11.0-For publication].rm5","STD-Berger-2007","PUB","JOURNAL_ARTICLE","Berger GE, Proffitt TM, McConchie M, Yuen H, Wood SJ, Amminger GP, Brewer W, McGorry PD","Ethyl-eicosapentaenoic acid in first-episode psychosis: a randomised placebo-controlled trial","Journal of Clinical Psychiatry","2007","68","12","1867-75","","[]"
"../ALL-2015-06/G-P/Polyunsaturated fatty acid supplementation for schizophrenia [v11.0-For publication].rm5","STD-Berger-2007","PUB","JOURNAL_ARTICLE","Berger GE, Proffitt TM, McConchie MA, Wood SJ, Yuen HP, McGorry PD","Ethyl-Eicosapentaenoic acid (E-EPA) supplementation in early psychosis. A double-blind, randomised, placebo controlled trial (RCT) comparing 2g E-EPA versus placebo add on therapy in 80 drug naive or early treated first episode psychosis","Schizophrenia Bulletin","2005","31","","475","","[]"
"../ALL-2015-06/G-P/Polyunsaturated fatty acid supplementation for schizophrenia [v11.0-For publication].rm5","STD-Berger-2007","PUB","CONFERENCE_PROC","McConchie MA, Berger GE, Proffitt TM, Yuen HP, Wood S, smith D, Horrobin D, McGorry PD","Effect of diagnostic heterogeneity on response to ethyl-eicosapentaenoic acid (EPA) in first episode psychosis (FEP)","Proceedings of the 12th Biennial Winter Workshop on Schizophrenia; 2004 Feb 7-13, Davos, Switzerland","2004","","","","Davos","[]"
"../ALL-2015-06/G-P/Polyunsaturated fatty acid supplementation for schizophrenia [v11.0-For publication].rm5","STD-Berger-2007","PUB","JOURNAL_ARTICLE","Proffitt T, Wood S, Yuen H, McConchie M, Brewer W, Horrobin D, McGorry P, Berger G","Ethyl-Eicosapentaenoic acid (E-EPA) supplementation in first-episode psychosis: effects on cognition mediated by lipid metabolic status","Schizophrenia Research","2004","70","1","40","","[]"
"../ALL-2015-06/G-P/Polyunsaturated fatty acid supplementation for schizophrenia [v11.0-For publication].rm5","STD-Emsley-2002","PUB","JOURNAL_ARTICLE","Emsley R, Myburgh C, Oosthuizen P, van Rensburg SJ","Randomised, placebo-controlled study of ethyl-eicosapentaenoic acid as supplemental treatment in schizophrenia","American Journal of Psychiatry","2002","159","","1596-8","","[]"
"../ALL-2015-06/G-P/Polyunsaturated fatty acid supplementation for schizophrenia [v11.0-For publication].rm5","STD-Emsley-2006","PUB","JOURNAL_ARTICLE","Emsley R, Niehaus DJH, Koen L, Oosthuizen PP, Turner HJ, Carey P, Van Rensburg SJ, Maritz JS, Murck H","The effects of eicosapentaenoic acid in tardive dyskinesia: a randomised placebo-controlled trial","Schizophrenia Research","2006","84","1","112-20","","[]"
"../ALL-2015-06/G-P/Polyunsaturated fatty acid supplementation for schizophrenia [v11.0-For publication].rm5","STD-Emsley-2006","PUB","OTHER","Emsley R","A double-blind, randomised, parallel-group comparison of ethyl-eicosapentaenoic acid (e-epa) versus placebo as add-on medication in patients with established tardive dyskinesia","www.clinicaltrials.gov","2005","","","","","[]"
"../ALL-2015-06/G-P/Polyunsaturated fatty acid supplementation for schizophrenia [v11.0-For publication].rm5","STD-Fenton-2001","PUB","JOURNAL_ARTICLE","Fenton W, Dickerson F, Boronow JJ, Hibbeln JR, Knable MB","A placebo-controlled trial of omega-3 fatty acid (ethyl eicosapentaenoic acid) supplementation for residual symptoms and cognitive impairment in schizophrenia","American Journal of Psychiatry","2001","158","12","2071-4","","[]"
"../ALL-2015-06/G-P/Polyunsaturated fatty acid supplementation for schizophrenia [v11.0-For publication].rm5","STD-Fenton-2001","PUB","JOURNAL_ARTICLE","Fenton WS, Boronow J, Dickerson F, Hibbein J, Knable MB","Randomised trial of supplemental EPA for residual symptoms of schizophrenia","Biological Psychiatry","2000","47","","S159-60","","[]"
"../ALL-2015-06/G-P/Polyunsaturated fatty acid supplementation for schizophrenia [v11.0-For publication].rm5","STD-Fenton-2001","PUB","CONFERENCE_PROC","Fenton WS, Dickerson F, Boronow JJ, Hibbein JR, Knable MB","Placebo-controlled trial of omega-3 fatty acid","Proceedings of the 155th Annual Meeting of the American Psychiatric Association; 2002 May 18-23; Philadelphia,USA","2002","","","","Philadelphia","[]"
"../ALL-2015-06/G-P/Polyunsaturated fatty acid supplementation for schizophrenia [v11.0-For publication].rm5","STD-Peet-2001a","PUB","JOURNAL_ARTICLE","Peet M, Brind J, Ramchand CN, Shah S, Vankar GK","Two double-blind placebo-controlled pilot studies of eicosapentaenoic acid in the treatment of schizophrenia","Schizophrenia Research","2001","49","","243-51","","[]"
"../ALL-2015-06/G-P/Polyunsaturated fatty acid supplementation for schizophrenia [v11.0-For publication].rm5","STD-Peet-2001a","PUB","JOURNAL_ARTICLE","Peet M, De Laugharne J, Mellor J","Double-blind trial of N3 fatty acid supplementation in the treatment of schizophrenia","Schizophrenia Research","1997","24","","209","","[]"
"../ALL-2015-06/G-P/Polyunsaturated fatty acid supplementation for schizophrenia [v11.0-For publication].rm5","STD-Peet-2001a","PUB","JOURNAL_ARTICLE","Peet M, Mellor J","Double-blind, placebo controlled trial of N-3 polyunsaturated fatty acids as an adjunct to neuroleptics","Schizophrenia Research","1998","29","","160","","[]"
"../ALL-2015-06/G-P/Polyunsaturated fatty acid supplementation for schizophrenia [v11.0-For publication].rm5","STD-Peet-2001a","PUB","OTHER","Peet M","International multi-centre, double-blind, placebo controlled trial of EPA as an adjunct to existing neuroleptic treated schizophrenic patients","National Research Register","2001","","","","","[]"
"../ALL-2015-06/G-P/Polyunsaturated fatty acid supplementation for schizophrenia [v11.0-For publication].rm5","STD-Peet-2001a","PUB","JOURNAL_ARTICLE","Shah S, Vankar GK, Telang SD, Ramchand CN, Peet M","Eicosapentaenoic acid (EPA) as an adjunct in the treatment of schizophrenia","Schizophrenia Research","1998","29","","158","","[]"
"../ALL-2015-06/G-P/Polyunsaturated fatty acid supplementation for schizophrenia [v11.0-For publication].rm5","STD-Peet-2001b","MIX","JOURNAL_ARTICLE","Peet M, Brind J, Ramchand CN, Sha S, Vankar GK","Two double-blind placebo-controlled pilot studies of eicosapentaenoic acid in the treatment of schizophrenia","Schizophrenia Research","2001","49","","243-51","","[]"
"../ALL-2015-06/G-P/Polyunsaturated fatty acid supplementation for schizophrenia [v11.0-For publication].rm5","STD-Peet-2002","MIX","CONFERENCE_PROC","Horrobin DF, Bennett CN, Peet M","Correlation between clinical improvement and red cell fatty acid changes when treating schizophrenia with eicosapentaenoic acid","Proceedings of the 8th International Congress on Schizophrenia Research; 2001 April 28- May 2; British Columbia, Canada","2001","","","232","British Columbia","[]"
"../ALL-2015-06/G-P/Polyunsaturated fatty acid supplementation for schizophrenia [v11.0-For publication].rm5","STD-Peet-2002","MIX","CONFERENCE_PROC","Horrobin DF","The role of phospholipids in schizophrenia","Proceedings of the 7th World Congress of Biological Psychiatry; 2001 July 1-6; Berlin, Germany","2001","","","","Berlin","[]"
"../ALL-2015-06/G-P/Polyunsaturated fatty acid supplementation for schizophrenia [v11.0-For publication].rm5","STD-Peet-2002","MIX","JOURNAL_ARTICLE","Horrobin Df, Jenkins K, Bennett CN, Christie WW","Eicosapentaenoic acid and arachidonic acid: collaboration and not antagonism is the key to biological understanding","Prostaglandins, Leukotrienes and Essential Fatty Acids","2002","66","1","83-90","","[]"
"../ALL-2015-06/G-P/Polyunsaturated fatty acid supplementation for schizophrenia [v11.0-For publication].rm5","STD-Peet-2002","MIX","JOURNAL_ARTICLE","Peet M, Horrobin DF, Rowlands P, Murray R, De Wet C, Kendall K, Abed R, Lloyd G, Barber M, Hellewell J, Stirling J, Hay A, Roberts S, Puri B, Lekh S","A dose-ranging exploratory study of the effects of ethyl-eicosapentaenoate in patients with persistent schizophrenic symptoms","Journal of Psychiatric Research","2002","36","","7-18","","[]"
"../ALL-2015-06/G-P/Polyunsaturated fatty acid supplementation for schizophrenia [v11.0-For publication].rm5","STD-Peet-2002","MIX","OTHER","Peet M","A multi-centre, double-blind, randomised, parallel group, placebo controlled, dose ranging pilot study of ethyl eicosapentaenoate (ethly EPA) in patients with schizophrenia","National Research Register","2001","","","","","[]"
"../ALL-2015-06/G-P/Polyunsaturated fatty acid supplementation for schizophrenia [v11.0-For publication].rm5","STD-Peet-2002","MIX","CONFERENCE_PROC","Peet M","Eicosapentaenoic acid (EPA) is effective in relieving schizophrenic symptoms in patients on clozapine","Proceedings of the 8th International Congress on Schizophrenia Research; 2001 April 28 - May 2; British Columbia, Canada","2001","","","241-2","British Columbia","[]"
"../ALL-2015-06/G-P/Polyunsaturated fatty acid supplementation for schizophrenia [v11.0-For publication].rm5","STD-Peet-2002","MIX","JOURNAL_ARTICLE","Shah S, Ramchand CN, Peet M","Double blind pilot study of eicosapentaenoic acid (EPA) as the sole treatment for schizophrenia","Schizophrenia Research","2000","41","1","27","","[]"
"../ALL-2015-06/G-P/Polyunsaturated fatty acid supplementation for schizophrenia [v11.0-For publication].rm5","STD-Wolkin-1986","PUB","JOURNAL_ARTICLE","Wolkin A, Jordan B, Peselow E, Rubinstein M, Rotrosen J","Essential fatty acid supplementation in tardive dyskinesia","American Journal of Psychiatry","1986","143","","912-4","","[]"
"../ALL-2015-06/G-P/Pimozide for schizophrenia or related psychoses [v10.0-For publication].rm5","STD-Abuzzahab-1980_x002a_","PUB","JOURNAL_ARTICLE","Abuzzahab FS Sr, Zimmermann RL","A three-year double-blind investigation of pimozide versus fluphenazine in chronic schizophrenia","Psychopharmacology Bulletin","1976","12","","26-7","","[]"
"../ALL-2015-06/G-P/Pimozide for schizophrenia or related psychoses [v10.0-For publication].rm5","STD-Abuzzahab-1980_x002a_","PUB","JOURNAL_ARTICLE","Abuzzahab FS Sr","Evaluations of social functioning in a 3-year double-blind investigation of pimozide versus fluphenazine in chronic schizophrenia","Psychopharmacology Bulletin","1977","13","","71-3","","[]"
"../ALL-2015-06/G-P/Pimozide for schizophrenia or related psychoses [v10.0-For publication].rm5","STD-Abuzzahab-1980_x002a_","PUB","JOURNAL_ARTICLE","Abuzzahab FS, Zimmermann RL","Factors determining patient tenure on a 3-year double-blind investigation of pimozide versus fluphenazine HCl","Advances in Biochemistry and Psychopharmacology","1980","24","","547-50","","[]"
"../ALL-2015-06/G-P/Pimozide for schizophrenia or related psychoses [v10.0-For publication].rm5","STD-Amin-1977","PUB","JOURNAL_ARTICLE","Amin MM, Ban TA, Lehmann HE","A standard (trifluoperazine) controlled clinical study with pimozide in the maintenance treatment of schizophrenic patients","Psychopharmacology Bulletin","1977","13","","15-7","","[]"
"../ALL-2015-06/G-P/Pimozide for schizophrenia or related psychoses [v10.0-For publication].rm5","STD-Andersen-1972","PUB","JOURNAL_ARTICLE","Andersen K, d'Elia G, Hallberg B, Perris C, Rapp W, Roman G","A controlled trial of pimozide and trifluoperazine in chronic schizophrenic syndromes","Acta Psychiatrica Scandinavica Supplementum","1974","249","","43-64","","[]"
"../ALL-2015-06/G-P/Pimozide for schizophrenia or related psychoses [v10.0-For publication].rm5","STD-Anumonye-1976","PUB","JOURNAL_ARTICLE","Anumonye A, Onibuwe-Johnson T, Marinho AA","Clinical trial of pimozide","West African Journal of Pharmacology and Drug Research","1976","3","","17-24","","[]"
"../ALL-2015-06/G-P/Pimozide for schizophrenia or related psychoses [v10.0-For publication].rm5","STD-Barnes-1983","PUB","JOURNAL_ARTICLE","Barnes TR, Milavic G, Curson DA, Platt SD","Use of the Social Behaviour Assessment Schedule (SBAS) in a trial of maintenance antipsychotic therapy in schizophrenic outpatients: pimozide versus fluphenazine","Social Psychiatry","1983","18","","193-9","","[]"
"../ALL-2015-06/G-P/Pimozide for schizophrenia or related psychoses [v10.0-For publication].rm5","STD-Barnes-1983","PUB","UNPUBLISHED","Barnes TR, Platt SD","E-mail correspondence","E-mail correspondence","June 2011","","","","","[]"
"../ALL-2015-06/G-P/Pimozide for schizophrenia or related psychoses [v10.0-For publication].rm5","STD-Chouinard-1970","PUB","JOURNAL_ARTICLE","Chouinard G, Lehmann HE, Ban TA","Pimozide in the treatment of chronic schizophrenic patients","Current Therapeutic Research and Clinical Experience","1970","12","","598-603","","[]"
"../ALL-2015-06/G-P/Pimozide for schizophrenia or related psychoses [v10.0-For publication].rm5","STD-Chouinard-1982","PUB","JOURNAL_ARTICLE","Chouinard GR, Annable L","Pimozide in the treatment of newly admitted schizophrenic patients","Psychopharmacology","1982","76","","13-9","","[]"
"../ALL-2015-06/G-P/Pimozide for schizophrenia or related psychoses [v10.0-For publication].rm5","STD-Claghorn-1974","PUB","JOURNAL_ARTICLE","Claghorn JL","A double blind comparison of pimozide vs. trifluoperazine in schizophrenic outpatients","Current Therapeutic Research","1974","16","","1005-9","","[]"
"../ALL-2015-06/G-P/Pimozide for schizophrenia or related psychoses [v10.0-For publication].rm5","STD-Clark-1975_x002a_","PUB","JOURNAL_ARTICLE","Clark ML, Huber WK, Hill D, Wood F, Costiloe JP","Pimozide in chronic schizophrenic outpatients","Diseases of the Nervous System","1975","36","","137-41","","[]"
"../ALL-2015-06/G-P/Pimozide for schizophrenia or related psychoses [v10.0-For publication].rm5","STD-Clark-1975_x002a_","PUB","OTHER","Clark ML","Pimozide vs thioridazine vs placebo","Early Clinical Drug Evaluation Unit Reports","1973","9","","","","[]"
"../ALL-2015-06/G-P/Pimozide for schizophrenia or related psychoses [v10.0-For publication].rm5","STD-Denijs-1973","PUB","JOURNAL_ARTICLE","Denijs EL, Vereecken JL","Pimozide (orap, R 6238) in residual schizophrenia: a clinical evaluation with long-term double-blind follow-up","Psychiatria Neurologia Neurochirurgia","1973","76","","47-59","","[]"
"../ALL-2015-06/G-P/Pimozide for schizophrenia or related psychoses [v10.0-For publication].rm5","STD-De-Ronchi-1996","PUB","JOURNAL_ARTICLE","De Ronchi D, Belelli G, Ruggeri M, Linari F, Tonti L, Volterra V","Levosulpiride vs pimozide in schizophrenic patients: efficacy and adverse events","Neurologia Psichiatria Scienze Umane","1997","17","6","859-73","","[{'value': '1998134063', 'type': 'EMBASE'}]"
"../ALL-2015-06/G-P/Pimozide for schizophrenia or related psychoses [v10.0-For publication].rm5","STD-De-Ronchi-1996","PUB","CONFERENCE_PROC","De Ronchi D, Ruggeri M, Balelli G, Volterra V","Levosulpiride vs pimozide in negative symptoms of schizophrenia","Proceedings of the 8th ECNP (European College of Neuropsychopharmacology) Congress; September 30-October 4, 1995; Venice, Italy","1995","","","","","[]"
"../ALL-2015-06/G-P/Pimozide for schizophrenia or related psychoses [v10.0-For publication].rm5","STD-De-Ronchi-1996","PUB","JOURNAL_ARTICLE","De Ronchi D, Ruggeri M, Belelli G, Volterra V","Levosulpiride versus pimozide in negative symptoms of schizophrenia","Current Therapeutic Research - Clinical and Experimental","1996","57","","797-810","","[]"
"../ALL-2015-06/G-P/Pimozide for schizophrenia or related psychoses [v10.0-For publication].rm5","STD-De-Ronchi-1996","PUB","CONFERENCE_PROC","De Ronchi D","Levosulpiride vs pimozide in negative symptoms of schizophrenia","Proceedings of the Xth World Congress of Psychiatry; August 23-28, 1996; Madrid, Spain","1996","","","","","[]"
"../ALL-2015-06/G-P/Pimozide for schizophrenia or related psychoses [v10.0-For publication].rm5","STD-Donlon-1977","PUB","JOURNAL_ARTICLE","Donlon PT, Swaback DO, Osborne ML","Pimozide versus fluphenazine in ambulatory schizophrenics: a 12-month comparison study","Diseases of the Nervous System","1977","38","","119-23","","[]"
"../ALL-2015-06/G-P/Pimozide for schizophrenia or related psychoses [v10.0-For publication].rm5","STD-Falloon-1978","PUB","JOURNAL_ARTICLE","Falloon I, Watt DC, Shepherd M","A comparative controlled trial of pimozide and fluphenazine decanoate in the continuation therapy of schizophrenia","Psychological Medicine","1978","8","","59-70","","[]"
"../ALL-2015-06/G-P/Pimozide for schizophrenia or related psychoses [v10.0-For publication].rm5","STD-Falloon-1978","PUB","JOURNAL_ARTICLE","Falloon I, Watt DC, Shepherd M","The social outcome of patients in a trial of long-term continuation therapy","Psychological Medicine","1978","8","","265-74","","[]"
"../ALL-2015-06/G-P/Pimozide for schizophrenia or related psychoses [v10.0-For publication].rm5","STD-Falloon-1978","PUB","JOURNAL_ARTICLE","Shepherd M","Medico-social evaluation of the long term pharmacotherapy of schizophrenia: comparaive study of fluphenazine and pimozide","Progressive Neuro-Psychopharmacology","1979","3","","383-9","","[]"
"../ALL-2015-06/G-P/Pimozide for schizophrenia or related psychoses [v10.0-For publication].rm5","STD-Friedman-2011","PUB","JOURNAL_ARTICLE","Friedman JI, Lindenmayer J-P, Alcantara F, Bowler S, Parak M, White L et al","Pimozide augmentation of clozapine inpatients with schizophrenia and schizoaffective disorder unresponsive to clozapine monotherapy","Neuropsychopharmacology","2011","36","6","1289-95","","[{'value': 'BIOSIS:PREV201100289820', 'type': 'MEDLINE'}]"
"../ALL-2015-06/G-P/Pimozide for schizophrenia or related psychoses [v10.0-For publication].rm5","STD-Gowardman-1973","PUB","JOURNAL_ARTICLE","Gowardman M, Barrer B, Brown RA","Pimozide (R6238) in chronic schizophrenia: double blind trial","New Zealand Medical Journal","1973","78","","487-91","","[]"
"../ALL-2015-06/G-P/Pimozide for schizophrenia or related psychoses [v10.0-For publication].rm5","STD-Gross-1974_x002a_","PUB","JOURNAL_ARTICLE","Gross-HS","A double-blind comparison of once-a-day pimozide, trifluoperazine, and placebo in the maintenance care of chronic schizophrenic outpatients","Current Therapeutic Research and Clinical Experience","1974","16","","696-705","","[]"
"../ALL-2015-06/G-P/Pimozide for schizophrenia or related psychoses [v10.0-For publication].rm5","STD-Gunduz_x002d_Bruce-2013","MIX","JOURNAL_ARTICLE","Gunduz-Bruce H, Oliver S, Gueorguieva R, Forselius-Bielen K, D'Souza DC, Zimolo Z et al","Efficacy of pimozide augmentation for clozapine partial responders with schizophrenia","Schizophrenia Research","2013","143","","344-7","","[]"
"../ALL-2015-06/G-P/Pimozide for schizophrenia or related psychoses [v10.0-For publication].rm5","STD-Gunduz_x002d_Bruce-2013","MIX","UNPUBLISHED","Gunduz-Bruce H","Efficacy of pimozide augmentation for clozapine partial response","Clinicaltrials.gov","","","","","","[{'value': 'NCT00374244', 'type': 'OTHER'}]"
"../ALL-2015-06/G-P/Pimozide for schizophrenia or related psychoses [v10.0-For publication].rm5","STD-Haas-1982","PUB","JOURNAL_ARTICLE","Haas S, Beckmann H","Pimozide versus haloperidol in acute schizophrenia: a double blind controlled study","Pharmacopsychiatria","1982","15","","70-4","","[]"
"../ALL-2015-06/G-P/Pimozide for schizophrenia or related psychoses [v10.0-For publication].rm5","STD-Huber-1971","PUB","JOURNAL_ARTICLE","Huber W, Serafetinides EA, Colmore JP, Clark M","Pimozide in chronic schizophrenic patients","Journal of Clinical Pharmacology and New Drugs","1971","11","","304-9","","[]"
"../ALL-2015-06/G-P/Pimozide for schizophrenia or related psychoses [v10.0-For publication].rm5","STD-Kline-1977","PUB","JOURNAL_ARTICLE","Kline F, Burgoyne RW, Yamamoto J","Comparison of pimozide and trifluoperazine as once-daily therapy in chronic schizophrenic outpatients","Current Therapeutic Research","1977","21","","768-78","","[]"
"../ALL-2015-06/G-P/Pimozide for schizophrenia or related psychoses [v10.0-For publication].rm5","STD-Kolivakis-1974","PUB","JOURNAL_ARTICLE","Kolivakis T, Azim H, Kingstone E","A double-blind comparison of pimozide and chlorpromazine in the maintenance care of chronic schizophrenic outpatients","Current Therapeutic Research","1974","16","","998-1004","","[]"
"../ALL-2015-06/G-P/Pimozide for schizophrenia or related psychoses [v10.0-For publication].rm5","STD-Kudo-1972","PUB","JOURNAL_ARTICLE","Kudo Y, Fujiki A, Hino S, Kobayashi Y, Nagasaka G, Saitoh Y et al","The double-blind study of pimozide for schizophrenia","Igaku No Ayumi","1972","82","11","726-37","","[{'value': '90144040', 'type': 'MEDLINE'}, {'value': 'PMID 2694767', 'type': 'OTHER'}]"
"../ALL-2015-06/G-P/Pimozide for schizophrenia or related psychoses [v10.0-For publication].rm5","STD-Kudo-1972","PUB","JOURNAL_ARTICLE","Kudo Y","A double blind comparison of pimozide with carpipramine in schizophrenic patients","Acta Psychiatrica Belgica","1972","72","","685-97","","[]"
"../ALL-2015-06/G-P/Pimozide for schizophrenia or related psychoses [v10.0-For publication].rm5","STD-McCreadie-1980","PUB","JOURNAL_ARTICLE","McCreadie R, Dingwall J, Wiles D, Heykants J","Intermittent pimozide versus fluphenazine decanoate as maintenance therapy in chronic schizophrenia","British Journal of Psychiatry","1980","137","","510-7","","[]"
"../ALL-2015-06/G-P/Pimozide for schizophrenia or related psychoses [v10.0-For publication].rm5","STD-McCreadie-1982_x002a_","PUB","JOURNAL_ARTICLE","McCreadie R, Mackie M, Morrison D, Kidd J","Once weekly pimozide versus fluphenazine decanoate as maintenance therapy in chronic schizophrenia","British Journal of Psychiatry","1982","140","","280-6","","[]"
"../ALL-2015-06/G-P/Pimozide for schizophrenia or related psychoses [v10.0-For publication].rm5","STD-McCreadie-1987","PUB","JOURNAL_ARTICLE","Scottish Schizophrenia Research Group","The Scottish First Episode Schizophrenia Study. VIII. Five-year follow-up: clinical and psychosocial findings","British Journal of Psychiatry","1992","161","","496-500","","[]"
"../ALL-2015-06/G-P/Pimozide for schizophrenia or related psychoses [v10.0-For publication].rm5","STD-McCreadie-1987","PUB","JOURNAL_ARTICLE","Scottish Schizophrenia Research Group: McCreadie RG, Wiles D, Grant S, Crocket GT, Mahmood Z, Livingston MG et al","The Scottish First Episode Schizophrenia Study. VII. Two-year follow up","Acta Psychiatrica Scandinavica","1989","80","","597-602","","[]"
"../ALL-2015-06/G-P/Pimozide for schizophrenia or related psychoses [v10.0-For publication].rm5","STD-McCreadie-1987","PUB","JOURNAL_ARTICLE","The Scottish Schizophrenia Research Group","The Scottish First Episode Schizophrenia Study. II. Treatment: pimozide versus flupenthixol","British Journal of Psychiatry","1987","150","","334-8","","[]"
"../ALL-2015-06/G-P/Pimozide for schizophrenia or related psychoses [v10.0-For publication].rm5","STD-McCreadie-1987","PUB","JOURNAL_ARTICLE","The Scottish Schizophrenia Research Group","The Scottish First Episode Schizophrenia Study. III. Cognitive performance","British Journal of Psychiatry","1987","150","","338-40","","[]"
"../ALL-2015-06/G-P/Pimozide for schizophrenia or related psychoses [v10.0-For publication].rm5","STD-McCreadie-1987","PUB","JOURNAL_ARTICLE","The Scottish Schizophrenia Research Group","The Scottish First Episode Schizophrenia Study: one-year follow-up","British Journal of Psychiatry","1988","152","","470-6","","[]"
"../ALL-2015-06/G-P/Pimozide for schizophrenia or related psychoses [v10.0-For publication].rm5","STD-McInnes-1978","PUB","JOURNAL_ARTICLE","McInnes EJ, Walker F, Snelling E","The observer interaction variable in evaluation of socialising properties of pimozide (Orap)","New Zealand Medicine Journal","1978","87","","170-2","","[]"
"../ALL-2015-06/G-P/Pimozide for schizophrenia or related psychoses [v10.0-For publication].rm5","STD-Nishikawa-1985","PUB","JOURNAL_ARTICLE","Nishikawa T, Tsuda A, Tanaka M, Koga I, Uchida Y","Prophylactic effects of neuroleptics in symptom-free schizophrenics: roles of dopaminergic and noradrenergic blockers","Biological Psychiatry","1985","20","","1161-6","","[]"
"../ALL-2015-06/G-P/Pimozide for schizophrenia or related psychoses [v10.0-For publication].rm5","STD-Pecknold-1980","PUB","JOURNAL_ARTICLE","Pecknold JC, McClure DJ, Allan T, Wrzesinski L","Comparison of pimozide and chlorpromazine in acute schizophrenia","Canadian Journal of Psychiatry","1982","27","","208-12","","[]"
"../ALL-2015-06/G-P/Pimozide for schizophrenia or related psychoses [v10.0-For publication].rm5","STD-Pinard-1972","PUB","CONFERENCE_PROC","Pinard G, Prenoveau Y, Fielsen W, Elie R, Bielman P, Lamontagne Y et al","","Proceedings of the World Congress of Psychiatry, 28 November-4 December 1971; Ciudad de Mexico","1971","952","","","","[]"
"../ALL-2015-06/G-P/Pimozide for schizophrenia or related psychoses [v10.0-For publication].rm5","STD-Pinard-1972","PUB","JOURNAL_ARTICLE","Pinard G, Prenoveau Y, Fliesen W, Elie R, Bielmann P, Lamontagne Y et al","Pimozide: a comparative study in the treatment of chronic schizophrenic patients","International Journal of Clinical Pharmacology","1972","6","","22-7","","[]"
"../ALL-2015-06/G-P/Pimozide for schizophrenia or related psychoses [v10.0-For publication].rm5","STD-Silverstone-1984","PUB","JOURNAL_ARTICLE","Silverstone T, Cookson J, Ball R et al","The relationship of dopamine receptor blockade to clinical response in schizophrenic patients treated with pimozide or haloperidol","Journal of Psychiatric Research","1984","18","","255-68","","[]"
"../ALL-2015-06/G-P/Pimozide for schizophrenia or related psychoses [v10.0-For publication].rm5","STD-Vergara-1977","PUB","JOURNAL_ARTICLE","Vergara L, Amin MM, Ban TA","A standard (trifluoperazine) controlled clinical study with pimozide in the maintenance treatment of schizophrenic patients","Psychopharmacology Bulletin","1977","13","","17-9","","[]"
"../ALL-2015-06/G-P/Pimozide for schizophrenia or related psychoses [v10.0-For publication].rm5","STD-Wilson-1982_x002a_","PUB","JOURNAL_ARTICLE","Wilson LG, Roberts RW, Gerber CJ, Johnson MH","Pimozide versus chlorpromazine in chronic schizophrenia, a 52-week double-blind study of maintenance therapy","Journal of Clinical Psychiatry","1982","43","","62-5","","[]"
"../ALL-2015-06/G-P/Pharmacological treatments for psychosis-related polydipsia [v6.0-For publication].rm5","STD-Alexander-1991","MIX","JOURNAL_ARTICLE","Alexander RC, Karp BI, Thompson S, Khot V, Kirch DG","A double-blind placebo controlled trial of demeclocycline treatment of polydipsia-hyponatraemia in chronically psychotic patients","Biological Psychiatry","1991","30","","417-20","","[]"
